CHR	START	END	POSCOLOR	PHENOTYPE
16	469938	471993	3	inviable
16	498095	499289	3	inviable
16	512315	514178	3	inviable
16	521013	524955	3	inviable
16	529722	533406	3	inviable
16	533644	534703	3	inviable
16	535017	535584	3	inviable
16	542084	543848	3	inviable
16	577587	581196	3	inviable
16	592334	593069	2	inviable
16	596749	599548	3	inviable
16	613379	614558	3	inviable
16	637381	639019	3	inviable
16	639524	640955	2	inviable
16	642207	643317	2	inviable
16	648703	649918	3	inviable
16	659181	661050	3	inviable
16	667675	670870	3	inviable
16	671125	672139	3	inviable
16	704227	704656	3	inviable
16	708499	709828	3	inviable
16	710100	711135	3	inviable
16	711405	713028	3	inviable
16	720636	720957	3	inviable
16	732348	733209	3	inviable
16	733625	736433	3	inviable
16	736986	739569	3	inviable
16	741440	742064	3	inviable
16	742453	743740	3	inviable
16	745830	746835	3	inviable
16	749258	751919	3	inviable
16	752256	752916	2	inviable
16	795980	797210	3	inviable
16	802358	804077	3	inviable
16	818322	819072	3	inviable
16	819767	821423	3	inviable
16	864451	866422	3	inviable
16	866717	868304	3	inviable
16	875367	875994	3	inviable
16	878075	878546	3	inviable
16	878689	880165	3	inviable
16	888973	891040	3	inviable
16	891103	892078	3	inviable
16	892331	893726	3	inviable
16	895960	897001	2	inviable
16	897363	899667	3	inviable
16	900193	900451	3	inviable
16	900754	901555	3	inviable
16	909735	911022	3	inviable
16	911256	911797	3	inviable
16	917079	919041	3	inviable
