CHR	START	END	POSCOLOR	PHENOTYPE
4	818710	819196	3	viable
4	819432	820821	3	viable
4	821294	825773	3	inviable
4	825912	827355	3	viable
4	827581	829054	3	inviable
4	829150	829351	3	viable
4	829584	830274	3	viable
4	830631	831513	3	viable
4	831936	832473	3	viable
4	832861	835492	3	viable
4	836420	838058	3	inviable
4	838391	840389	3	inviable
4	840606	841995	3	inviable
4	842336	843446	2	viable
4	843571	844861	3	viable
4	845954	847946	3	viable
4	848070	848220	3	viable
4	848598	850197	3	viable
4	850276	850999	3	inviable
4	851227	852394	3	viable
4	852535	853972	3	viable
4	854281	856093	3	viable
4	856316	856811	3	inviable
4	856900	857953	3	viable
4	858136	859141	3	viable
4	859345	861517	3	viable
4	862053	864705	3	viable
4	865014	867522	3	viable
4	868223	870560	3	inviable
4	871073	871298	2	viable
4	872111	877422	2	N/A
4	878658	882606	2	N/A
4	882607	883927	2	N/A
4	884726	886862	2	inviable
4	887231	888908	2	inviable
4	889750	892489	3	viable
4	892874	893924	2	viable
4	895034	899003	3	viable
4	899553	903480	3	viable
4	903783	905052	3	viable
4	905457	906852	3	viable
4	907329	909435	3	viable
4	910053	911298	3	viable
4	912098	913499	3	viable
4	914319	914712	3	inviable
4	915529	915925	3	viable
4	916485	917151	3	viable
4	917570	921644	3	viable
4	921928	923806	3	inviable
4	924784	926143	2	viable
4	926295	926910	2	viable
4	927451	929095	2	inviable
4	929472	930357	2	viable
4	931128	933207	3	viable
4	933503	935135	3	inviable
4	935238	935892	3	inviable
4	936614	937490	3	viable
4	937897	940816	3	inviable
4	941059	943420	3	viable
4	943676	945152	3	inviable
4	946806	948453	3	viable
4	948520	950284	3	inviable
4	950562	952398	3	viable
4	952799	953978	2	viable
4	954287	954944	3	inviable
4	955132	955330	2	viable
4	956012	957395	3	viable
4	957760	958339	3	viable
4	958683	959802	3	viable
4	960613	963103	3	viable
4	963411	963858	3	viable
4	963992	964565	3	viable
4	965112	966486	3	viable
4	966559	967822	3	viable
4	968135	969680	3	viable
4	969992	971474	3	viable
4	971810	974243	3	viable
4	974633	975782	3	viable
4	976719	977229	3	viable
4	977523	979209	3	viable
4	981461	982775	2	N/A
4	987533	991028	2	N/A
4	991029	992349	2	N/A
4	993133	993949	3	viable
4	994244	995534	2	viable
4	996031	998323	3	viable
4	998863	999874	3	viable
4	1000106	1002023	3	viable
4	1002512	1003502	3	inviable
4	1004003	1005140	3	viable
4	1005674	1008686	3	viable
4	1009009	1009831	2	viable
4	1010175	1011270	2	viable
4	1012251	1012956	3	viable
4	1013478	1013643	2	viable
4	1014403	1015702	2	viable
4	1019367	1020417	3	viable
4	1020746	1021661	3	inviable
4	1022009	1022321	3	viable
4	1023513	1024755	3	viable
4	1025072	1030049	3	viable
4	1030552	1031419	3	viable
4	1032435	1035060	3	viable
4	1035233	1035575	3	viable
4	1035994	1036870	3	viable
4	1037194	1038103	3	inviable
4	1038282	1039509	3	viable
4	1039727	1042958	3	viable
4	1043148	1045011	3	inviable
4	1045642	1049392	3	viable
4	1050461	1052228	3	viable
4	1052625	1054647	3	viable
4	1055211	1055889	3	viable
4	1056550	1057597	3	viable
4	1058178	1058814	3	viable
4	1059626	1061228	3	inviable
4	1061507	1062791	3	viable
4	1063351	1067422	3	inviable
4	1067730	1068387	3	inviable
4	1068731	1071386	3	inviable
4	1071882	1072557	3	viable
4	1072748	1073488	3	viable
4	1073737	1075171	3	viable
4	1075864	1077850	3	viable
4	1078029	1078449	3	inviable
4	1079050	1080199	3	viable
4	1081130	1084316	3	viable
4	1085064	1086990	3	inviable
4	1087580	1088939	2	viable
4	1089221	1090079	2	viable
4	1090435	1092511	3	viable
4	1092743	1093586	3	viable
4	1093762	1095175	2	viable
4	1096063	1101329	2	N/A
4	1102183	1103425	2	viable
4	1103757	1104944	3	viable
4	1105005	1105827	3	viable
4	1106097	1108101	3	viable
4	1108282	1108498	3	inviable
4	1108701	1109844	3	viable
4	1110588	1111689	2	viable
4	1112005	1112293	3	viable
4	1112482	1114027	3	viable
4	1114435	1116763	3	inviable
4	1117125	1120230	3	inviable
4	1120611	1124925	3	N/A
4	1125436	1126018	3	inviable
4	1126272	1127595	3	viable
4	1127871	1129371	3	viable
4	1129587	1130820	3	inviable
4	1131000	1133067	3	viable
4	1133262	1135431	3	viable
4	1135931	1140473	3	viable
4	1141167	1144839	3	viable
4	1145091	1146033	3	viable
4	1146318	1147176	3	viable
4	1147381	1149466	3	viable
4	1149953	1150520	3	inviable
4	1151805	1153626	3	inviable
4	1154218	1155928	2	N/A
4	1159610	1161320	2	N/A
4	1162959	1164660	3	viable
4	1167216	1168659	3	viable
4	1169177	1170140	3	viable
4	1170328	1171825	3	viable
4	1172388	1174176	3	viable
4	1176122	1178174	3	viable
4	1178665	1181257	3	viable
4	1181800	1182751	3	viable
4	1183298	1184255	3	inviable
4	1184746	1185886	3	viable
4	1186106	1188938	3	inviable
4	1189201	1189567	3	viable
4	1190058	1191729	3	viable
4	1191938	1194884	3	viable
4	1195414	1196263	3	inviable
4	1196681	1198697	3	inviable
4	1199182	1200550	3	viable
4	1202127	1202394	3	viable
4	1202845	1204210	3	viable
4	1204499	1206383	3	inviable
4	1206996	1212262	2	N/A
4	1212440	1212836	2	N/A
4	1212847	1213611	3	inviable
4	1213903	1214839	3	viable
4	1215018	1217580	3	viable
4	1217784	1219110	3	viable
4	1219412	1220945	3	viable
4	1221114	1222149	3	viable
4	1222758	1223328	3	inviable
4	1223476	1224394	3	viable
4	1224756	1225023	3	N/A
4	1225168	1226536	3	viable
4	1226821	1228300	3	inviable
4	1228610	1228913	3	viable
4	1229351	1229609	3	viable
4	1230166	1233193	3	viable
4	1233280	1233517	3	viable
4	1234217	1236122	3	viable
4	1236557	1238001	3	inviable
4	1238314	1238850	2	N/A
4	1239491	1239821	2	viable
4	1239962	1240676	3	viable
4	1241206	1242031	3	viable
4	1243230	1245758	2	viable
4	1246083	1247979	3	viable
4	1248156	1249821	3	viable
4	1250185	1251631	3	viable
4	1252536	1254498	3	viable
4	1254939	1256847	3	inviable
4	1257360	1258056	3	viable
4	1258695	1259706	3	viable
4	1259900	1261268	3	viable
4	1261680	1262964	3	inviable
4	1263323	1266155	3	viable
4	1266368	1266898	3	inviable
4	1267470	1269399	3	inviable
4	1270067	1270730	3	viable
4	1271062	1272082	3	viable
4	1272236	1273703	3	viable
4	1274601	1276209	3	viable
4	1276656	1277169	3	inviable
4	1277645	1278434	2	viable
4	1279209	1283796	3	viable
4	1284071	1287938	3	inviable
4	1288217	1288859	3	viable
4	1289405	1292117	3	viable
4	1292374	1293091	3	viable
4	1293371	1294394	3	viable
4	1294692	1295397	3	inviable
4	1295600	1296686	2	viable
4	1297039	1298161	2	viable
4	1298431	1301008	3	inviable
4	1301616	1302113	2	viable
4	1303173	1305069	3	viable
4	1306266	1311672	2	viable
4	1312039	1314889	3	viable
4	1315328	1317773	3	viable
4	1318048	1319275	3	viable
4	1319389	1319841	3	viable
4	1320063	1321938	3	viable
4	1322204	1323383	3	inviable
4	1323456	1324239	3	viable
4	1324479	1325301	3	inviable
4	1325503	1328470	3	viable
4	1328782	1330024	3	viable
4	1331236	1332838	3	inviable
4	1332985	1333969	3	viable
4	1334820	1336950	2	viable
4	1337351	1337771	3	inviable
4	1338273	1339383	3	viable
4	1339675	1340716	3	viable
4	1342492	1344238	3	viable
4	1344519	1345062	3	viable
4	1345678	1349938	3	viable
4	1350289	1352350	3	N/A
4	1353724	1354630	3	viable
4	1354831	1355236	2	viable
4	1356064	1357366	3	viable
4	1357582	1358902	3	inviable
4	1359922	1360795	3	viable
4	1361122	1362181	3	viable
4	1362877	1364899	3	viable
4	1365074	1365662	3	viable
4	1366266	1366827	3	inviable
4	1367484	1369383	3	viable
4	1369789	1379593	3	viable
4	1380057	1382046	3	viable
4	1382321	1383443	3	viable
4	1383810	1384773	3	inviable
4	1385175	1385283	3	N/A
4	1385526	1385766	2	N/A
4	1386072	1386513	3	viable
4	1386815	1388372	3	viable
4	1388871	1393176	3	inviable
4	1393338	1394574	3	viable
4	1395120	1397814	3	viable
4	1398028	1398700	3	inviable
4	1399014	1399539	3	viable
4	1399708	1401214	3	viable
4	1401770	1402564	2	viable
4	1403321	1404170	3	inviable
4	1404447	1405854	3	inviable
4	1407466	1410094	3	viable
4	1410455	1411127	2	viable
4	1412372	1414271	3	viable
4	1414574	1415168	3	inviable
4	1415212	1416874	3	viable
4	1417398	1418367	3	viable
4	1418552	1420250	3	viable
4	1420433	1420838	3	viable
4	1421156	1422482	3	viable
4	1422762	1424685	3	viable
4	1424822	1427207	3	viable
4	1427433	1428120	3	viable
4	1428356	1428980	3	inviable
4	1429190	1430789	3	viable
4	1431011	1431893	3	inviable
4	1431970	1434268	3	viable
4	1434923	1435871	3	viable
4	1436216	1436585	3	N/A
4	1436929	1438012	3	viable
4	1438117	1441150	3	viable
4	1441435	1443403	3	viable
4	1443715	1445467	3	viable
4	1445845	1446994	3	inviable
4	1447829	1450070	3	inviable
4	1450200	1450458	3	viable
4	1451352	1452915	3	viable
4	1453312	1454464	3	N/A
4	1455044	1455866	3	viable
4	1456313	1456694	3	viable
4	1456697	1459220	3	viable
4	1459730	1461554	2	viable
4	1462360	1465786	3	viable
4	1466455	1468444	3	viable
4	1469399	1469702	3	inviable
4	1470016	1470415	3	viable
4	1471016	1471445	2	viable
4	1471550	1472999	3	viable
4	1473428	1474769	3	N/A
4	1474976	1476476	3	viable
4	1477238	1478354	3	viable
4	1478607	1480158	3	viable
4	1480424	1480829	3	viable
4	1481087	1483403	3	viable
4	1483797	1485303	3	viable
4	1485568	1487038	3	viable
4	1487544	1488990	3	viable
4	1489402	1489489	3	N/A
4	1489600	1489798	2	viable
4	1490595	1490832	3	viable
4	1491093	1492410	3	inviable
4	1494585	1495854	3	viable
4	1496167	1496548	3	viable
4	1496793	1497768	3	viable
4	1498231	1499332	3	inviable
4	1499398	1500553	3	viable
4	1501449	1502160	3	viable
4	1503316	1504900	3	viable
4	1508004	1509711	3	viable
4	1510901	1511627	3	viable
4	1512093	1513602	3	viable
4	1517138	1517675	2	viable
4	1519666	1520698	2	viable
4	1523248	1523608	2	N/A
5	266	4097	2	N/A
5	5347	5713	2	N/A
5	7232	7553	2	N/A
5	13719	14412	2	viable
5	16354	17842	2	viable
5	19589	21097	2	N/A
5	21539	23231	2	N/A
5	25648	25978	3	viable
5	26666	27203	3	viable
5	27656	29540	3	viable
5	29799	31239	3	viable
5	31696	33466	3	viable
5	34406	36251	3	viable
5	36537	39537	3	viable
5	40048	41953	3	viable
5	42402	42624	3	viable
5	43251	44922	3	inviable
5	45022	45721	3	viable
5	47167	48370	3	viable
5	48473	51539	3	inviable
5	52723	53218	3	N/A
5	53903	56102	3	viable
5	56570	58097	3	viable
5	58377	59145	3	viable
5	59672	60851	2	viable
5	63727	64087	2	viable
5	64711	65167	2	viable
5	65387	66797	2	viable
5	67631	68792	3	viable
5	69756	70254	3	viable
5	70477	73345	3	viable
5	73770	75324	3	viable
5	75943	77428	2	viable
5	78052	79453	3	viable
5	79638	79977	3	viable
5	80461	81142	3	viable
5	81409	82603	3	viable
5	83052	84552	3	viable
5	85047	85545	3	inviable
5	85675	86146	3	inviable
5	86178	86595	2	viable
5	86936	89849	3	inviable
5	90257	93902	3	viable
5	94643	96575	3	viable
5	96860	97796	3	viable
5	98707	99129	2	N/A
5	100768	101248	3	viable
5	101942	102320	3	inviable
5	102583	106147	3	viable
5	107259	107904	3	viable
5	108506	110552	3	viable
5	111420	115797	3	N/A
5	116166	116967	2	N/A
5	117210	117471	2	N/A
5	118619	120299	3	viable
5	120500	121301	3	inviable
5	121470	122307	3	viable
5	122800	122929	3	viable
5	123656	124667	3	viable
5	124739	126218	3	viable
5	126628	128281	3	viable
5	128824	130558	3	viable
5	131897	132548	3	viable
5	133119	135231	3	viable
5	138920	139763	2	viable
5	141891	143889	3	viable
5	144326	145331	3	viable
5	145909	146755	3	viable
5	146950	147976	3	viable
5	148175	148596	3	viable
5	148724	150014	3	inviable
5	150303	150978	2	viable
5	153519	155805	3	viable
5	156802	157495	3	viable
5	157738	159118	3	inviable
5	159579	160272	3	viable
5	160549	162439	3	viable
5	162722	164282	3	inviable
5	164526	166080	3	viable
5	166239	166782	3	viable
5	167810	171818	3	inviable
5	172114	172489	3	inviable
5	172636	173338	3	viable
5	175247	176009	2	viable
5	177834	178428	3	inviable
5	178840	182275	3	inviable
5	184540	186772	3	N/A
5	188276	189308	3	viable
5	189505	191788	3	viable
5	191961	192624	2	inviable
5	192796	194227	2	viable
5	194275	194539	2	viable
5	195167	196514	2	viable
5	196947	198516	3	inviable
5	198811	200872	3	inviable
5	201075	201933	3	inviable
5	202191	204960	3	viable
5	205250	206831	3	inviable
5	207646	208474	3	N/A
5	208981	210232	3	viable
5	210694	211876	3	viable
5	212589	213177	3	N/A
5	213436	213895	3	viable
5	214078	214747	3	viable
5	215062	217690	3	viable
5	218059	221287	3	viable
5	221845	222400	2	viable
5	222638	223073	2	viable
5	223369	225199	3	inviable
5	225888	226851	3	viable
5	226860	228252	3	inviable
5	228458	229205	3	viable
5	229265	229481	3	viable
5	229794	231984	3	viable
5	232460	234737	3	viable
5	234936	235488	3	viable
5	235772	237119	3	inviable
5	237572	238016	3	viable
5	238462	239774	3	viable
5	240034	241501	3	viable
5	243179	243608	3	viable
5	243812	246503	3	viable
5	246984	248157	3	viable
5	250717	250999	3	inviable
5	251727	253659	3	viable
5	253973	254387	3	viable
5	254655	256131	3	viable
5	256377	257958	3	viable
5	258739	259639	3	viable
5	260935	261046	3	viable
5	262054	263698	3	viable
5	264894	265785	3	viable
5	266514	268113	3	viable
5	269423	270185	2	viable
5	270739	271126	3	viable
5	271767	272088	3	viable
5	272623	273883	2	viable
5	274566	276150	3	viable
5	276571	278161	2	N/A
5	278300	279626	2	N/A
5	279932	280682	3	viable
5	281709	282363	3	viable
5	282707	284222	3	viable
5	285243	286914	3	viable
5	290241	290796	3	viable
5	292065	292548	3	viable
5	293049	294810	3	viable
5	295409	297998	3	viable
5	298949	301613	3	viable
5	301949	302327	3	viable
5	302805	303192	3	N/A
5	304029	305589	3	viable
5	306641	307196	2	viable
5	307652	308120	3	inviable
5	308415	311199	3	viable
5	312592	313498	3	N/A
5	314536	316600	3	viable
5	316809	318342	3	viable
5	318645	318807	3	N/A
5	318919	319549	3	viable
5	319962	321843	3	viable
5	322685	324092	2	viable
5	324274	325936	3	inviable
5	326176	327031	3	viable
5	327064	327448	3	viable
5	327621	328140	3	viable
5	328476	330204	3	viable
5	330575	332303	3	viable
5	332584	332830	3	viable
5	333178	335188	3	viable
5	335948	337340	3	N/A
5	337948	339469	3	viable
5	339866	342167	3	viable
5	342854	343229	3	viable
5	343322	347612	3	inviable
5	347914	348400	3	viable
5	348731	349346	3	inviable
5	349979	351179	3	viable
5	351697	353233	3	viable
5	355465	357727	3	viable
5	358107	359061	3	N/A
5	359561	360311	3	N/A
5	360504	361794	3	viable
5	363099	363699	2	N/A
5	364588	366514	3	viable
5	366801	367425	3	inviable
5	367840	372013	3	N/A
5	372325	373231	3	viable
5	373450	374545	3	viable
5	375215	377614	3	N/A
5	378764	382103	3	viable
5	382597	385876	3	viable
5	387231	387792	3	inviable
5	387934	390052	3	viable
5	390592	393712	3	viable
5	394294	394867	3	viable
5	395350	396172	3	viable
5	396768	397650	2	viable
5	397954	399055	3	viable
5	399498	400842	3	viable
5	401134	401866	3	viable
5	402374	402716	3	viable
5	402873	404352	3	viable
5	404812	406384	3	viable
5	407344	409063	3	viable
5	410188	412615	3	inviable
5	413396	414179	2	inviable
5	414480	415551	3	inviable
5	415858	416467	3	viable
5	417280	420706	3	viable
5	421117	422446	3	viable
5	423951	424308	3	viable
5	425190	430449	3	viable
5	432494	433955	3	inviable
5	437269	437803	2	viable
5	439615	440968	2	inviable
5	441375	441819	2	viable
5	443758	449024	2	N/A
5	450565	451243	2	viable
5	451564	453232	3	viable
5	453458	454916	3	viable
5	455148	456036	3	viable
5	456318	457602	3	viable
5	457808	460223	3	viable
5	460528	461740	2	viable
5	462584	462863	2	inviable
5	462970	464842	3	inviable
5	465302	466022	3	inviable
5	466210	467470	3	viable
5	468369	468813	3	viable
5	469688	472424	3	viable
5	472659	473988	2	viable
5	474043	474805	2	viable
5	475019	476225	3	viable
5	476347	482848	3	viable
5	483327	484341	3	viable
5	484787	487190	3	inviable
5	488859	490578	3	viable
5	491532	491958	3	inviable
5	492858	498124	2	N/A
5	499349	500348	3	viable
5	500632	502894	3	viable
5	503086	503782	3	viable
5	505391	509795	3	viable
5	510372	512103	3	inviable
5	512743	517456	3	viable
5	518215	520768	3	viable
5	521031	522669	3	inviable
5	523368	525756	3	viable
5	525973	526648	3	viable
5	527081	529415	3	inviable
5	529532	536021	3	inviable
5	536299	538276	3	viable
5	538436	539168	3	viable
5	539466	540363	3	viable
5	540649	540811	3	viable
5	541689	545052	3	viable
5	545610	546411	3	viable
5	546816	548076	3	viable
5	548420	549514	3	viable
5	549726	550527	3	viable
5	550867	551122	2	viable
5	552524	553256	3	viable
5	553336	553969	3	viable
5	556298	558680	3	viable
5	559453	560362	3	viable
5	561707	562625	2	viable
5	566229	566652	2	viable
5	568043	568759	2	N/A
5	569610	569907	2	N/A
5	571479	576525	2	N/A
6	835	1360	2	N/A
6	1439	2615	2	N/A
6	3324	3846	2	N/A
6	6425	7562	2	N/A
6	9545	10222	2	viable
6	10303	10969	2	N/A
6	11362	12256	2	N/A
6	12928	13948	2	N/A
6	14305	15431	2	N/A
6	17003	18677	2	viable
6	20849	22787	2	viable
6	23422	25195	2	viable
6	28231	29626	2	viable
6	30060	30540	2	viable
6	33274	35848	3	viable
6	36802	38671	3	viable
6	38845	40180	3	viable
6	40420	42562	3	viable
6	42814	43435	3	viable
6	43630	44392	3	inviable
6	44657	45560	3	viable
6	45722	47744	3	viable
6	48733	48922	3	viable
6	49138	51004	3	viable
6	51349	52969	3	viable
6	53262	54378	3	inviable
6	55368	55986	3	inviable
6	56335	57706	3	inviable
6	58781	62834	3	viable
6	63018	63993	3	inviable
6	64245	64602	3	viable
6	65476	68695	3	viable
6	69117	74427	3	N/A
6	75178	76144	2	viable
6	76830	77985	2	viable
6	78057	79161	2	inviable
6	79346	80213	3	viable
6	80421	81912	3	viable
6	82579	83872	3	viable
6	84147	87234	3	viable
6	87849	90345	3	inviable
6	90985	93373	3	N/A
6	93501	95010	3	inviable
6	95965	97495	2	viable
6	99434	99599	2	viable
6	101630	103127	3	viable
6	103698	103929	3	inviable
6	103985	104462	3	inviable
6	104703	106236	3	N/A
6	107255	107582	3	viable
6	107854	109930	3	N/A
6	110646	111090	3	N/A
6	112344	113982	3	viable
6	115110	115743	3	N/A
6	116144	118481	2	inviable
6	119428	123103	3	inviable
6	123478	129907	3	N/A
6	130333	130978	3	inviable
6	131809	134293	3	N/A
6	134523	137157	3	N/A
6	138204	143517	2	N/A
6	145116	146934	2	inviable
6	147130	148456	3	N/A
6	149109	149721	3	viable
6	150015	152532	3	inviable
6	152659	153124	3	inviable
6	153392	154310	3	inviable
6	154529	155873	3	inviable
6	156144	157749	3	viable
6	159298	160357	3	viable
6	160534	161197	2	viable
6	162487	164743	3	viable
6	165066	166563	3	viable
6	166748	167258	3	viable
6	167887	168493	3	viable
6	169223	169307	3	N/A
6	169921	172282	3	viable
6	172539	173877	3	viable
6	174267	176391	3	viable
6	177044	180743	3	viable
6	182276	182861	2	viable
6	183133	184222	3	viable
6	184501	191335	3	viable
6	192736	193432	3	viable
6	194811	196311	3	viable
6	196832	199031	3	viable
6	199873	201706	3	viable
6	201962	203433	3	viable
6	203745	204750	2	viable
6	205750	206257	2	viable
6	207451	208294	2	inviable
6	208415	210068	2	inviable
6	210936	212970	3	inviable
6	213311	216416	3	viable
6	216596	220106	3	inviable
6	222092	222959	3	viable
6	223260	223437	3	viable
6	223712	223973	2	viable
6	224328	224769	2	viable
6	225022	225958	3	viable
6	226123	226465	3	viable
6	226962	227334	3	viable
6	227515	229186	3	inviable
6	229379	231938	3	viable
6	232014	233544	3	viable
6	234241	237247	3	viable
6	237370	238255	3	viable
6	238457	239057	3	inviable
6	239116	239827	3	viable
6	239994	241437	3	viable
6	242078	242996	3	viable
6	243076	244159	3	viable
6	244281	245166	3	viable
6	246145	248131	3	viable
6	248522	248891	3	viable
6	249068	249866	3	inviable
6	250165	251803	3	inviable
6	252504	253326	3	inviable
6	253594	255049	3	viable
6	256503	259241	3	N/A
6	264203	265223	2	viable
6	266621	267364	2	N/A
7	2789	3929	2	viable
7	5311	5836	2	viable
7	6292	6652	2	N/A
7	6859	7087	2	viable
7	8469	8964	2	viable
7	9161	9392	2	N/A
7	11109	11727	3	viable
7	12483	14157	3	viable
7	15158	16304	3	viable
7	20977	22105	3	viable
7	22303	23200	3	viable
7	23934	25392	3	viable
7	25720	27484	3	viable
7	27923	31636	3	viable
7	31909	32632	3	viable
7	33097	35209	3	viable
7	35652	36759	3	viable
7	36932	37523	3	inviable
7	37619	38780	3	viable
7	39022	41146	3	inviable
7	41497	43171	3	viable
7	43306	44506	3	viable
7	44654	45197	2	viable
7	45444	48456	3	viable
7	48612	49362	3	viable
7	49551	52431	3	inviable
7	52733	53528	3	viable
7	55278	55812	2	viable
7	56481	58887	3	viable
7	59121	61851	3	inviable
7	62074	62999	3	viable
7	63050	63620	3	viable
7	63774	64215	3	viable
7	64505	66959	3	viable
7	67597	69328	3	viable
7	69670	72544	3	viable
7	72751	73158	3	viable
7	73339	73708	3	viable
7	76893	77904	3	inviable
7	78017	78857	3	viable
7	79114	80365	2	viable
7	80661	81186	3	viable
7	81428	82292	3	viable
7	82373	82733	3	viable
7	82880	84257	3	viable
7	84884	87299	3	viable
7	87980	89336	3	viable
7	90056	91247	2	viable
7	91431	92379	3	viable
7	92511	93588	3	viable
7	93791	94457	3	viable
7	95857	97003	3	viable
7	97337	98582	3	viable
7	98968	102073	3	inviable
7	102545	107504	3	viable
7	108157	110401	3	viable
7	111702	112005	3	N/A
7	112477	114664	3	viable
7	116058	117558	3	viable
7	117856	120907	3	inviable
7	122696	123305	3	viable
7	123590	124295	2	viable
7	124697	129158	3	viable
7	129882	131166	3	viable
7	131524	139540	3	viable
7	139721	139961	3	N/A
7	140370	141726	3	viable
7	141918	142227	3	N/A
7	142245	144045	3	N/A
7	144807	145194	2	N/A
7	145811	147389	2	N/A
7	148231	148588	3	N/A
7	148826	148964	3	viable
7	149706	150171	2	N/A
7	151039	152776	3	N/A
7	153169	154306	3	N/A
7	154617	156012	3	N/A
7	156545	157199	3	N/A
7	157905	159093	3	viable
7	160064	162755	3	viable
7	163411	165091	3	viable
7	167991	170568	3	N/A
7	171417	173079	3	viable
7	173287	174322	3	viable
7	174544	175342	3	viable
7	175529	180113	3	viable
7	180699	182115	3	inviable
7	182389	184081	3	inviable
7	184155	185394	3	viable
7	186058	187336	3	inviable
7	187618	190468	3	viable
7	191128	191803	3	viable
7	191980	193300	3	viable
7	193709	196403	3	viable
7	198137	199034	3	viable
7	199212	200142	3	viable
7	200560	202270	3	viable
7	202720	203830	3	viable
7	207032	208568	3	viable
7	209005	210046	3	viable
7	210415	213664	3	viable
7	214080	215208	3	inviable
7	215280	216096	3	viable
7	216272	217295	3	viable
7	217523	220919	3	viable
7	221106	225573	3	inviable
7	226398	227526	3	viable
7	227756	228329	3	viable
7	228753	229686	3	viable
7	230242	232345	3	inviable
7	232452	234507	3	viable
7	234719	235958	3	viable
7	236271	238119	3	inviable
7	238352	241082	3	viable
7	241355	245012	3	viable
7	245715	248121	3	viable
7	248496	249531	3	viable
7	249868	252735	3	inviable
7	252899	253859	3	viable
7	254641	255294	2	viable
7	255662	256961	3	N/A
7	257706	261498	3	viable
7	261650	265859	3	viable
7	266144	267521	3	inviable
7	267725	269075	3	viable
7	269295	270144	3	inviable
7	270394	270775	3	viable
7	270996	272136	3	viable
7	272519	274319	2	viable
7	274782	276714	2	viable
7	277616	278378	3	inviable
7	278948	280523	3	inviable
7	280779	281157	3	viable
7	281636	283937	3	inviable
7	284441	285944	3	N/A
7	288511	289306	3	viable
7	289808	291638	3	inviable
7	292032	292998	3	viable
7	293459	295634	3	viable
7	295931	297935	3	inviable
7	298180	299728	3	inviable
7	299977	301366	3	inviable
7	301539	303411	3	viable
7	303651	304071	3	viable
7	304335	306273	3	viable
7	306559	307006	2	N/A
7	307436	308564	3	viable
7	308715	310173	3	viable
7	310966	311924	3	inviable
7	312192	312837	3	viable
7	313233	314280	3	N/A
7	314630	316550	3	inviable
7	317341	318076	3	inviable
7	321781	323227	3	inviable
7	325330	326158	2	viable
7	328876	330607	3	viable
7	331120	334465	3	viable
7	334885	337636	3	inviable
7	337905	341856	3	inviable
7	342058	343042	3	inviable
7	343318	344581	3	viable
7	344793	345153	3	viable
7	346408	346807	3	viable
7	347118	349365	3	viable
7	349615	350437	3	viable
7	350618	352298	3	viable
7	353057	355469	3	viable
7	355826	356969	3	viable
7	357376	358336	3	viable
7	358635	359025	3	viable
7	359443	360097	3	viable
7	360290	361859	3	viable
7	362227	363916	3	viable
7	364337	365528	2	N/A
7	366927	368088	3	inviable
7	368752	371251	3	inviable
7	372011	374081	3	viable
7	374461	374827	3	viable
7	375086	375668	3	inviable
7	376100	377252	3	viable
7	377608	379579	3	viable
7	379762	381271	3	inviable
7	381525	383208	3	viable
7	383653	384763	3	viable
7	385195	388729	3	viable
7	388970	389711	3	inviable
7	390064	391987	3	viable
7	392222	393695	3	viable
7	393985	394501	3	viable
7	394968	395829	3	viable
7	396037	397618	3	viable
7	398627	400157	3	inviable
7	400873	401287	2	viable
7	402588	403299	2	viable
7	403686	404388	2	viable
7	405775	406594	2	viable
7	406862	409604	3	viable
7	410071	411286	3	inviable
7	411551	412157	3	inviable
7	414101	415727	3	viable
7	416148	417036	2	inviable
7	417482	418409	3	viable
7	418824	419286	2	N/A
7	419529	420555	3	inviable
7	423960	425004	3	viable
7	425364	426804	3	viable
7	427299	427947	3	viable
7	428600	431327	2	viable
7	431550	433062	3	viable
7	435624	436398	3	viable
7	436572	436833	3	viable
7	437469	437934	3	viable
7	439320	439635	3	inviable
7	440062	440422	3	viable
7	441283	442909	3	viable
7	443644	446143	3	viable
7	446414	448535	3	viable
7	448766	449957	3	viable
7	450199	452104	3	viable
7	452403	454557	3	N/A
7	454784	457064	3	viable
7	457165	457870	3	viable
7	458155	458989	3	viable
7	459112	459664	3	inviable
7	459853	461362	3	viable
7	461665	464908	3	viable
7	465045	465435	3	viable
7	466140	468804	3	viable
7	469094	472298	3	viable
7	472854	474273	3	viable
7	474491	475247	3	inviable
7	475544	476066	3	viable
7	476315	478652	3	viable
7	479912	482666	3	inviable
7	482943	483027	3	N/A
7	485422	485530	2	N/A
7	485920	489439	3	viable
7	489710	490547	3	viable
7	490705	491956	3	viable
7	492476	494174	3	viable
7	494516	495164	3	viable
7	495455	496502	2	inviable
7	497135	498034	2	viable
7	498478	499906	3	inviable
7	500131	502363	3	viable
7	502937	504323	3	viable
7	504659	505859	3	inviable
7	506069	506822	3	viable
7	506968	507937	3	viable
7	508112	508364	3	viable
7	509049	511002	3	inviable
7	511544	512729	3	viable
7	513158	514337	3	viable
7	514553	516413	3	inviable
7	516942	520860	3	viable
7	521092	522076	3	viable
7	522260	522830	3	viable
7	524367	524694	2	viable
7	525228	526641	3	viable
7	526975	527329	3	viable
7	527631	528501	3	viable
7	529263	530916	3	viable
7	531885	532596	3	inviable
7	532984	533818	3	viable
7	534134	534458	3	viable
7	536056	537376	2	N/A
7	537377	541325	2	N/A
7	542202	543288	3	viable
7	543552	544202	3	inviable
7	545683	546157	3	inviable
7	546811	547300	3	N/A
7	548263	553948	3	viable
7	554250	554967	3	viable
